,kingdom,phylum,cls,order,family,genus,species,subspecies,common_name,class,filepath
19872,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/026.jpg
19873,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/027.jpg
19874,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/028.jpg
19875,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/015.jpg
19876,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/014.jpg
19877,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/009.jpg
19878,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/020.jpg
19879,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/022.jpg
19880,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/061.jpg
19881,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/057.jpg
19882,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/111.jpg
19883,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/055.jpg
19884,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/048.jpg
19885,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/047.jpg
19886,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/046.jpg
19887,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/044.jpg
19888,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/041.jpg
19889,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/039.jpg
19890,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/040.jpg
19891,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/038.jpg
19892,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/037.jpg
19893,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/036.jpg
19894,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/042.jpg
19895,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/032.jpg
19896,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/012.jpg
19897,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/010.jpg
19898,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/050.jpg
19899,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/051.jpg
19900,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/052.jpg
19901,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/053.jpg
19902,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/054.jpg
19903,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/060.jpg
19904,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/062.jpg
19905,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/063.jpg
19906,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/033.jpg
19907,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/049.jpg
19908,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/034.jpg
19909,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/058.jpg
19910,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/064.jpg
19911,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/059.jpg
19912,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/035.jpg
19913,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/030.jpg
19914,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/125.jpg
19915,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/045.jpg
19916,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/066.jpg
19917,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/056.jpg
19918,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/094.jpg
19919,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/100.jpg
19920,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/080.jpg
19921,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/079.jpg
19922,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/099.jpg
19923,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/077.jpg
19924,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/072.jpg
19925,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/071.jpg
19926,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/070.jpg
19927,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/069.jpg
19928,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/076.jpg
19929,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/078.jpg
19930,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/075.jpg
19931,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/073.jpg
19932,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/122.jpg
19933,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/084.jpg
19934,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/093.jpg
19935,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/089.jpg
19936,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/085.jpg
19937,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/096.jpg
19938,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/095.jpg
19939,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/092.jpg
19940,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/091.jpg
19941,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/090.jpg
19942,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/087.jpg
19943,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/110.jpg
19944,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/086.jpg
19945,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/043.jpg
19946,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/098.jpg
19947,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/083.jpg
19948,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/097.jpg
19949,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/119.jpg
19950,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/105.jpg
19951,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/120.jpg
19952,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/107.jpg
19953,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/102.jpg
19954,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/113.jpg
19955,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/112.jpg
19956,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/101.jpg
19957,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/108.jpg
19958,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/104.jpg
19959,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/106.jpg
19960,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/109.jpg
19961,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/114.jpg
19962,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/115.jpg
19963,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/116.jpg
19964,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/117.jpg
19965,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/103.jpg
19966,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/074.jpg
19967,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/081.jpg
19968,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/118.jpg
19969,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/127.jpg
19970,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/068.jpg
19971,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/132.jpg
19972,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/124.jpg
19973,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/129.jpg
19974,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/130.jpg
19975,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/123.jpg
19976,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/121.jpg
19977,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/126.jpg
19978,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/082.jpg
19979,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/133.jpg
19980,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Macronyx,capensis,,cape longclaw,Macronyx capensis,train/CAPE LONGCLAW/088.jpg
19981,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/004.jpg
19982,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/005.jpg
19983,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/002.jpg
19984,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/001.jpg
19985,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/003.jpg
19986,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/006.jpg
19987,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/007.jpg
19988,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/014.jpg
19989,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/009.jpg
19990,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/010.jpg
19991,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/011.jpg
19992,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/075.jpg
19993,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/013.jpg
19994,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/052.jpg
19995,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/084.jpg
19996,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/008.jpg
19997,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/083.jpg
19998,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/055.jpg
19999,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/012.jpg
20000,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/051.jpg
20001,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/015.jpg
20002,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/026.jpg
20003,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/030.jpg
20004,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/031.jpg
20005,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/032.jpg
20006,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/033.jpg
20007,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/034.jpg
20008,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/019.jpg
20009,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/017.jpg
20010,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/016.jpg
20011,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/022.jpg
20012,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/036.jpg
20013,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/021.jpg
20014,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/020.jpg
20015,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/081.jpg
20016,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/024.jpg
20017,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/043.jpg
20018,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/063.jpg
20019,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/064.jpg
20020,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/061.jpg
20021,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/041.jpg
20022,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/053.jpg
20023,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/050.jpg
20024,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/054.jpg
20025,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/040.jpg
20026,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/048.jpg
20027,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/042.jpg
20028,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/067.jpg
20029,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/068.jpg
20030,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/069.jpg
20031,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/039.jpg
20032,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/044.jpg
20033,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/070.jpg
20034,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/066.jpg
20035,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/062.jpg
20036,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/049.jpg
20037,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/045.jpg
20038,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/065.jpg
20039,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/018.jpg
20040,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/035.jpg
20041,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/071.jpg
20042,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/073.jpg
20043,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/037.jpg
20044,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/038.jpg
20045,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/058.jpg
20046,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/056.jpg
20047,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/059.jpg
20048,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,tigrina,,cape may warbler,Setophaga tigrina,train/CAPE MAY WARBLER/074.jpg
